股票代码,股票名称,东财行业,申万一级,申万二级,申万三级,概念标签,数据日期
300719,安达维尔,航空装备Ⅱ,国防军工,航空装备Ⅱ,航空装备Ⅲ,低空经济、军工、军民融合、创业板综、北京板块、商业航天、国防军工、大飞机、无人机、碳纤维、航天航空、航空装备Ⅱ、航空装备Ⅲ、通用航空,2026-09-18
300720,海川智能,通用设备,机械设备,通用设备,仪器仪表,仪器仪表、创业板综、半导体概念、国产芯片、并购重组概念、广东板块、新材料、机械设备、深股通、融资融券、贬值受益、通用设备、高市净率,2026-09-18
300721,怡达股份,化学制品,基础化工,化学制品,其他化学制品,光刻胶、其他化学制品、创业板综、化学制品、国产芯片、基础化工、新能源车、江苏板块、环氧丙烷、锂电池概念,2026-09-18
300722,新余国科,航天装备Ⅱ,国防军工,航天装备Ⅱ,航天装备Ⅲ,人工智能、军工、军民融合、创业板综、国防军工、央国企改革、无人机、智慧城市、民爆概念、江西板块、深股通、航天航空、航天装备Ⅱ、航天装备Ⅲ、融资融券,2026-09-18
300723,一品红,化学制药,医药生物,化学制药,化学制剂,创业板综、创新药、化学制剂、化学制药、医药医疗风格、医药生物、小盘价值、小盘股、广东板块、流感、深股通、生物疫苗、病原体防治、肝炎概念、融资融券,2026-09-18
300724,捷佳伟创,光伏设备,电力设备,光伏设备,光伏加工设备,2026一季报预减、2026中报预减、HJT电池、PCB、TOPCon电池、中盘股、中证500、光伏加工设备、光伏概念、光伏设备、创业成份、创业板综、半导体概念、富时罗素、广东板块、深圳特区、深成500、深股通、玻璃基板、电力设备、破增发价股、碳化硅、股权分散、融资融券、钙钛矿电池,2026-09-18
300725,药石科技,医疗服务,医药生物,医疗服务,医疗研发外包,AI制药（医疗）、CRO、人工智能、创业板综、创新医疗服务、创新药、医疗服务、医疗研发外包、医药生物、合成生物、富时罗素、江苏板块、深股通、破增发价股、融资融券、贬值受益,2026-09-18
300726,宏达电子,军工电子Ⅱ,国防军工,军工电子Ⅱ,军工电子Ⅲ,5G概念、MLCC、光通信模块、军工、军工电子Ⅱ、军工电子Ⅲ、军民融合、创业板综、半导体概念、华为概念、华为海思、国防军工、大飞机、富时罗素、小盘股、海工装备、深成500、深股通、湖南板块、破增发价股、融资融券、被动元件概念、超级电容、通信技术,2026-09-18
300727,润禾材料,化学制品,基础化工,化学制品,有机硅,创业板综、化学制品、基础化工、有机硅、有机硅概念、浙江板块、液冷服务器、深股通、转债标的,2026-09-18
300729,乐歌股份,家居用品,轻工制造,家居用品,其他家居用品,人工智能、其他家居用品、创业板综、家居用品、智能家居、浙江板块、深股通、破增发价股、股权激励、贬值受益、跨境电商、转债标的、轻工制造,2026-09-18
300730,科创信息,软件开发,计算机,软件开发,垂直应用软件,DRG/DIP、云计算、互联网医疗、人工智能、信创、创业板综、创新医疗服务、华为概念、国产软件、垂直应用软件、大数据、工业互联网、数据中心、数据要素、智慧政务、机器视觉、湖南板块、物联网、电子身份证、百度概念、网络安全、股权激励、计算机、财税数字化、软件开发、边缘计算、高市净率,2026-09-18
300731,科创新源,橡胶,基础化工,橡胶,其他橡胶制品,5G概念、储能概念、其他橡胶制品、创业板综、创投、华为概念、基础化工、广东板块、数据中心、新能源车、橡胶、汽车热管理、液冷服务器、深圳特区、深股通、电池技术、碳化硅、第三代半导体、趋势股、通信技术、麒麟电池,2026-09-18
300732,设研院,工程咨询服务Ⅱ,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ,一带一路、人工智能、低市净率、低空经济、创业板综、地下管网、工程咨询服务Ⅱ、工程咨询服务Ⅲ、建筑装饰、微盘股、房屋检测、数据中心、新型城镇化、机构重仓、河南板块、海洋经济、破净股、破发股、破增发价股、碳交易、股权激励、车联网(车路云)、雄安新区,2026-09-18
300733,西菱动力,汽车零部件,汽车,汽车零部件,底盘与发动机系统,军工、减速器、创业板综、商业航天、四川板块、大飞机、底盘与发动机系统、无人机、机器人概念、汽车、汽车零部件、深股通、西部大开发,2026-09-18
300735,光弘科技,消费电子,电子,消费电子,消费电子零部件及组装,5G概念、AIPC、AI手机、EDR概念、中证500、光伏概念、创业板综、华为概念、华为汽车、富时罗素、小盘股、小米概念、小米汽车、广东板块、智能穿戴、机器人概念、消费电子、消费电子零部件及组装、液冷服务器、深成500、深股通、物联网、电子、破增发价股、算力概念、荣耀概念、融资融券、车联网(车路云)、通信技术,2026-09-18
300736,百邦科技,其他电子Ⅱ,电子,其他电子Ⅱ,其他电子Ⅲ,QFII重仓、其他电子Ⅱ、其他电子Ⅲ、创业板综、北京板块、区块链、华为概念、电商概念、电子、苹果概念、高市净率,2026-09-18
300737,科顺股份,装修建材,建筑材料,装修建材,防水材料,养老金、创业板综、富时罗素、广东板块、建筑材料、水利建设、深股通、破发股、破增发价股、股权激励、融资融券、装修建材、转债标的、防水材料,2026-09-18
300738,奥飞数据,通信服务,通信,通信服务,通信应用增值服务,一带一路、东数西算、云计算、互联网服务、元宇宙概念、创业板综、大数据、富时罗素、小盘成长、小盘股、广东板块、数据中心、数据要素、深股通、百度概念、算力概念、网络安全、融资融券、转债标的、边缘计算、通信、通信应用增值服务、通信服务,2026-09-18
300739,明阳电路,元件,电子,元件,印制电路板,MiniLED、PCB、元件、光通信模块、创业板综、半导体概念、印制电路板、国产芯片、广东板块、新能源车、深圳特区、深股通、电子、粤港自贸、股权激励、融资融券、通信技术,2026-09-18
300740,水羊股份,化妆品,美容护理,化妆品,品牌化妆品,DeepSeek概念、创业板综、化妆品、化妆品概念、医美概念、合成生物、品牌化妆品、婴童概念、新消费、毛发医疗、深股通、湖南板块、网红经济、美容护理、融资融券、跨境电商、零售概念,2026-09-18
300741,华宝股份,化学制品,基础化工,化学制品,食品及饲料添加剂,AI应用、东方财富热股、人造肉、创业板综、化学制品、合成生物、基础化工、宠物经济、富时罗素、新消费、昨日涨停、昨日涨停_含一字、昨日首板、昨日高振幅、最近多板、深股通、电子烟、百日新高、股权集中、融资融券、西藏板块、西部大开发、调味品概念、趋势股、近期新高、题材股、食品及饲料添加剂,2026-09-18
300742,越博退,,交运设备,汽车,汽车零部件,,2026-09-18
300743,天地数码,计算机设备,计算机,计算机设备,其他计算机设备,专精特新、其他计算机设备、创业板综、微盘精选、微盘股、浙江板块、股权激励、计算机、计算机设备,2026-09-18
300745,欣锐科技,汽车零部件,汽车,汽车零部件,汽车电子电气系统,QFII重仓、充电桩、创业板综、小米汽车、广东板块、新能源车、氢能源、汽车、汽车电子电气系统、汽车零部件、深圳特区、深股通、燃料电池概念、电池技术、破增发价股、第三代半导体、融资融券、高压快充,2026-09-18
300746,汉嘉数智,工程咨询服务Ⅱ,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ,DeepSeek概念、QFII重仓、创业板综、垃圾分类、天然气、工程咨询服务Ⅱ、工程咨询服务Ⅲ、建筑装饰、新型城镇化、机构重仓、油气资源、浙江板块、破增发价股、股权转让、装配建筑,2026-09-18
300747,锐科激光,自动化设备,机械设备,自动化设备,激光设备,3D打印、5G概念、AI智能体、PCB、光纤概念、创业板综、商业航天、国产芯片、央国企改革、富时罗素、小盘成长、小盘股、工业母机、新能源车、机械设备、深成500、深股通、湖北板块、湖北自贸、激光设备、激光雷达、玻璃基板、自动化设备、融资融券、趋势股、通信技术,2026-09-18
300748,金力永磁,金属新材料,有色金属,金属新材料,磁性材料,2025三季报预增、2026中报预增、AH股、MSCI中国、中盘股、中证500、人形机器人、创业成份、创业板综、富时罗素、新能源车、有色金属、机器人概念、江西板块、深成500、深股通、特斯拉概念、磁性材料、磁悬浮概念、稀土永磁、融资融券、行业龙头、金属新材料、风能,2026-09-18
300749,顶固集创,家居用品,轻工制造,家居用品,定制家居,QFII重仓、人工智能、创业板综、商业航天、定制家居、家居用品、小红书概念、广东板块、智能家居、海工装备、轻工制造,2026-09-18
300750,宁德时代,电池,电力设备,电池,锂电池,AH股、HS300_、MSCI中国、储能概念、先进制造风格、创业成份、创业板综、券商金股、动力电池回收、华为概念、周期股、固态电池、大盘股、宁组合、富时罗素、小米汽车、新能源、新能源车、权重股、深成500、深股通、深证100R、特斯拉概念、电力设备、电池、电池技术、百元股、福建板块、茅指数、蚂蚁金服概念、融资融券、行业龙头、钠离子电池、锂电池、锂电池概念、锂矿概念、麒麟电池,2026-09-18
300751,迈为股份,光伏设备,电力设备,光伏设备,光伏加工设备,HJT电池、MSCI中国、OLED、中盘股、中证500、先进制造风格、光伏加工设备、光伏概念、光伏设备、创业成份、创业板综、半导体概念、基金重仓、存储芯片、富时罗素、江苏板块、深成500、深股通、电力设备、百元股、破增发价股、融资融券、钙钛矿电池,2026-09-18
300752,隆利科技,光学光电子,电子,光学光电子,LED,5G概念、AI眼镜、LED、MiniLED、光学光电子、创业板综、华为概念、小米概念、小米汽车、广东板块、机构重仓、柔性屏(折叠屏)、深圳特区、玻璃基板、电子、虚拟现实、通信技术、量子科技、飞行汽车(eVTOL),2026-09-18
300753,爱朋医疗,医疗器械,医药生物,医疗器械,医疗设备,AI应用、QFII重仓、专精特新、人工智能、创业板综、医疗器械、医疗器械概念、医疗设备、医美概念、医药生物、婴童概念、江苏板块、流感、病原体防治、病毒防治、脑机接口,2026-09-18
