# GoalTracker 股价数据（行情快照，由 fetch_prices.py 生成）
股票代码,公司,现价,涨跌额,涨跌幅%,市盈率(动),市净率,换手率%,成交量(手),成交额(亿),总市值(亿),流通市值(亿),总股本(亿股)
600601.SH,方正科技,15.18,0.64,4.4,56.55,12.36,4.89,2037261.0,30.295,648.7542,633.0505,42.7374
300319.SZ,麦捷科技,22.24,-0.16,-0.71,65.38,3.99,17.39,1480556.0,32.8639,197.3996,189.3225,8.8759
688536.SH,思瑞浦,326.41,12.33,3.93,73.22,6.81,2.43,32989.0,10.7094,450.6922,442.7718,1.3808
300394.SZ,天孚通信,268.99,11.61,4.51,121.82,51.45,3.95,429877.0,114.9935,2934.2104,2927.655,10.9083
603893.SH,瑞芯微,180.33,3.13,1.77,44.41,15.5,1.84,77967.0,13.9661,763.0548,762.9682,4.2314
301696.SZ,三瑞智能,92.45,1.81,2.0,69.74,18.76,4.58,13781.0,1.2666,369.8092,27.8121,4.0001
688380.SH,中微半导,39.44,1.84,4.89,46.0,4.89,2.37,94754.0,3.6775,157.904,157.904,4.0037
688183.SH,生益电子,124.2,-1.69,-1.34,46.83,15.97,2.52,210708.0,26.2542,1040.2883,1040.2883,8.3759
300738.SZ,奥飞数据,19.42,0.18,0.94,48.67,5.22,2.48,244201.0,4.7156,191.3266,191.2664,9.852
001389.SZ,广合科技,172.36,1.45,0.85,42.63,10.28,4.45,67770.0,11.6286,814.7869,262.6277,4.7272
002297.SZ,博云新材,22.3,-0.02,-0.09,37.54,5.56,18.09,1036875.0,22.9233,127.8024,127.8024,5.731
002491.SZ,通鼎互联,24.45,2.22,9.99,74.24,11.25,24.5,2882574.0,67.1907,300.7337,287.6466,12.2999
002185.SZ,华天科技,16.85,0.49,3.0,34.46,2.95,7.81,2596268.0,43.219,560.5587,560.4355,33.2676
002558.SZ,巨人网络,24.84,-0.21,-0.84,11.01,3.08,2.04,388552.0,9.6591,472.0996,472.0977,19.0056
003022.SZ,联泓新科,19.93,0.86,4.51,31.18,3.41,0.65,86725.0,1.6936,266.1787,265.9523,13.3557
000155.SZ,川能动力,11.71,-0.04,-0.34,15.31,2.02,0.79,145301.0,1.6989,216.1863,216.1863,18.4617
601869.SH,长飞光纤,461.0,-1.0,-0.22,65.25,23.68,3.19,129473.0,60.5523,3816.6425,1873.2196,8.2791
002975.SZ,博杰股份,105.42,6.32,6.38,64.15,8.88,8.92,123374.0,12.7084,219.4114,145.757,2.0813
600961.SH,株冶集团,25.76,1.48,6.1,7.09,4.72,3.46,371464.0,9.3313,276.372,276.372,10.7287
000426.SZ,兴业银锡,36.5,0.94,2.64,14.32,5.71,2.63,466727.0,16.8006,648.107,647.939,17.7564
600026.SH,中远海能,20.72,-0.33,-1.57,12.47,2.36,1.74,665794.0,13.831,1133.6356,793.1599,54.7121
603992.SH,松霖科技,19.58,-0.14,-0.71,28.04,2.5,0.73,32341.0,0.6273,86.7476,86.7476,4.4304
603259.SH,药明康德,157.71,1.04,0.66,21.57,5.82,1.26,310470.0,49.1019,4780.5294,3900.6103,30.3122
600499.SH,科达制造,13.57,-0.36,-2.58,10.13,1.96,1.69,324141.0,4.3844,260.2531,260.2531,19.1786
600160.SH,巨化股份,35.62,0.02,0.06,18.14,4.36,0.53,143373.0,5.102,961.6496,961.6496,26.9975
002415.SZ,海康威视,32.61,-0.16,-0.49,18.93,3.77,0.46,419289.0,13.6243,2988.6646,2949.9312,91.6487
002841.SZ,视源股份,47.54,1.41,3.06,10.93,2.37,1.2,62719.0,2.9468,332.3933,247.8476,6.9919
002602.SZ,世纪华通,14.63,-0.3,-2.01,11.97,3.21,1.25,852786.0,12.5618,1078.3308,994.3761,73.7068
