# GoalTracker 股价数据（行情快照，由 fetch_prices.py 生成）
股票代码,公司,现价,涨跌额,涨跌幅%,市盈率(动),市净率,换手率%,成交量(手),成交额(亿),总市值(亿),流通市值(亿),总股本(亿股)
001389.SZ,广合科技,168.05,-4.31,-2.5,41.57,10.02,4.01,61084.0,10.4295,794.4125,256.0605,4.7272
002297.SZ,博云新材,21.79,-0.51,-2.29,36.68,5.44,14.67,840731.0,18.5756,124.8795,124.8795,5.731
002491.SZ,通鼎互联,23.67,-0.78,-3.19,71.87,10.9,22.61,2660392.0,63.6062,291.1397,278.4702,12.2999
002185.SZ,华天科技,16.39,-0.46,-2.73,33.52,2.87,6.35,2111340.0,35.0155,545.2556,545.1357,33.2676
002558.SZ,巨人网络,24.81,-0.03,-0.12,10.99,3.08,1.62,307100.0,7.6172,471.5294,471.5276,19.0056
003022.SZ,联泓新科,19.74,-0.19,-0.95,30.88,3.38,0.85,113175.0,2.2475,263.6411,263.4168,13.3557
000155.SZ,川能动力,11.58,-0.13,-1.11,15.14,2.0,0.92,169552.0,1.9623,213.7863,213.7863,18.4617
601869.SH,长飞光纤,467.03,6.03,1.31,66.11,23.99,3.18,129065.0,60.4111,3866.5652,1897.7218,8.2791
002975.SZ,博杰股份,104.7,-0.72,-0.68,63.71,8.82,9.57,132281.0,14.1267,217.9129,144.7615,2.0813
600961.SH,株冶集团,24.59,-1.17,-4.54,6.77,4.5,2.93,314597.0,7.8077,263.8194,263.8194,10.7287
000426.SZ,兴业银锡,34.58,-1.92,-5.26,13.57,5.41,3.89,689980.0,24.074,614.0148,613.8557,17.7564
600026.SH,中远海能,22.09,1.37,6.61,13.3,2.51,2.62,1004161.0,21.7608,1208.5912,845.6034,54.7121
603992.SH,松霖科技,19.63,0.05,0.26,28.11,2.5,0.45,19853.0,0.3879,86.9691,86.9691,4.4304
603259.SH,药明康德,160.49,2.78,1.76,21.96,5.93,1.52,376313.0,60.4337,4865.6689,3969.3675,30.3176
600499.SH,科达制造,13.47,-0.1,-0.74,10.06,1.95,0.74,142456.0,1.9207,258.3353,258.3353,19.1786
600160.SH,巨化股份,34.97,-0.65,-1.82,17.81,4.4,0.86,231757.0,8.1604,944.1012,944.1012,26.9975
002415.SZ,海康威视,32.45,-0.16,-0.49,18.83,3.75,0.37,331201.0,10.7495,2974.0008,2935.4574,91.6487
002841.SZ,视源股份,46.95,-0.59,-1.24,10.79,2.35,0.89,46589.0,2.2031,328.2681,244.7717,6.9919
002602.SZ,世纪华通,14.54,-0.09,-0.62,11.9,3.19,0.8,544267.0,7.9174,1071.6972,988.259,73.7068
