# GoalTracker 股价数据（行情快照，由 fetch_prices.py 生成）
股票代码,公司,现价,涨跌额,涨跌幅%,市盈率(动),市净率,换手率%,成交量(手),成交额(亿),总市值(亿),流通市值(亿),总股本(亿股)
603025.SH,大豪科技,13.53,0.1,0.74,14.2,5.47,0.64,70854.0,0.9599,151.0834,150.0713,11.1665
000915.SZ,华特达因,25.99,0.6,2.36,13.63,2.33,1.94,45354.0,1.1739,60.9028,60.8485,2.3433
300770.SZ,新媒股份,35.55,0.17,0.48,13.54,2.18,1.15,26252.0,0.9318,80.9966,80.9966,2.2784
603871.SH,嘉友国际,13.94,-0.05,-0.36,13.04,3.05,0.78,106857.0,1.4843,190.7004,190.7004,13.6801
300926.SZ,博俊科技,17.64,-0.05,-0.28,13.46,2.08,1.03,30598.0,0.5423,76.6152,52.566,4.3433
001380.SZ,华纬科技,17.92,-0.03,-0.17,20.79,2.4,0.92,21473.0,0.3852,48.5371,41.7056,2.7085
300181.SZ,佐力药业,13.4,-0.05,-0.37,12.53,2.83,1.24,74877.0,1.0052,93.9859,80.7348,7.0139
603173.SH,福斯达,30.24,0.15,0.5,16.0,2.42,0.38,6081.0,0.1836,48.384,48.384,1.6
605305.SH,中际联合,31.78,0.59,1.89,12.82,2.23,2.02,42916.0,1.3526,67.5389,67.5389,2.1252
605499.SH,东鹏饮料,121.98,1.57,1.3,15.62,4.6,0.59,39944.0,4.8001,895.5763,824.6054,7.342
300628.SZ,亿联网络,40.87,-1.21,-2.88,16.99,5.62,1.44,104770.0,4.3008,517.7895,296.6634,12.6692
603444.SH,吉比特,405.07,5.17,1.29,13.37,4.82,3.64,26209.0,10.6072,291.8169,291.8169,0.7204
000848.SZ,承德露露,8.38,-0.04,-0.48,14.35,2.65,1.04,104985.0,0.8785,85.476,84.6895,10.2
002867.SZ,周大生,10.74,-0.14,-1.29,12.96,1.87,0.96,103808.0,1.1176,116.5799,115.8998,10.8547
000528.SZ,柳    工,8.05,0.11,1.39,7.72,0.87,1.42,289514.0,2.3157,164.2663,164.0385,20.4058
002648.SZ,卫星化学,27.01,-0.53,-1.92,7.31,2.39,1.05,353353.0,9.6003,909.8712,909.2869,33.6865
000791.SZ,甘肃能源,7.22,0.0,0.0,13.95,1.54,0.61,117208.0,0.8463,234.2052,139.7527,32.4384
002957.SZ,科瑞技术,40.92,3.72,10.0,53.3,5.2,4.83,202118.0,8.0504,171.8568,171.3986,4.1998
600150.SH,中国船舶,38.38,0.91,2.43,14.51,1.9,3.08,2319546.0,88.4711,2888.3335,2888.3335,75.2562
002008.SZ,大族激光,93.77,6.1,6.96,37.48,4.5,6.37,609500.0,56.9751,965.4591,897.1256,10.296
603268.SH,松发股份,193.65,1.05,0.55,27.33,9.86,1.66,38783.0,7.4834,1972.7454,451.6882,10.1872
600362.SH,江西铜业,46.02,0.16,0.35,9.23,1.82,1.92,399128.0,18.2787,1593.5481,955.0289,34.6273
002916.SZ,深南电路,364.98,33.18,10.0,55.21,13.79,1.39,92409.0,33.1418,2486.1218,2426.4215,6.8117
001232.SZ,嘉立创,167.91,5.92,3.65,45.27,7.35,11.06,48885.0,8.2515,932.8408,74.2272,5.5556
600487.SH,亨通光电,64.0,1.78,2.86,25.3,4.68,5.73,1406854.0,89.3435,1578.491,1570.3336,24.6639
603061.SH,金海通,322.51,14.2,4.61,81.96,14.79,3.95,34370.0,10.9538,280.5837,280.5837,0.87
300672.SZ,国科微,171.36,1.38,0.81,95.03,9.28,4.78,100501.0,17.1461,372.0268,360.4346,2.171
603629.SH,利通电子,111.38,3.03,2.8,29.08,15.5,7.04,253810.0,28.1385,408.4616,401.7737,3.6673
688372.SH,伟测科技,116.77,2.27,1.98,61.93,4.64,4.84,81811.0,9.6293,197.3372,197.3372,1.69
300661.SZ,圣邦股份,110.6,3.68,3.44,90.21,7.76,1.76,105847.0,11.6565,758.3115,665.6876,6.8563
300475.SZ,香农芯创,176.85,12.0,7.28,11.4,11.63,7.35,329605.0,57.3911,830.3846,793.1672,4.6954
300346.SZ,南大光电,51.94,1.35,2.67,70.16,10.29,3.44,227517.0,11.762,358.9869,343.8407,6.9116
300442.SZ,润泽科技,63.99,1.06,1.68,43.63,7.25,0.86,141178.0,9.0068,1050.1028,1047.0225,16.4104
300398.SZ,飞凯材料,33.11,0.88,2.73,35.33,3.61,4.21,238750.0,7.8815,188.738,187.805,5.7003
002111.SZ,威海广泰,9.96,-0.08,-0.8,16.68,1.73,1.74,85015.0,0.8475,52.9883,48.6797,5.3201
300033.SZ,同花顺,216.91,-5.09,-2.29,85.72,21.28,2.9,127348.0,27.7567,1632.5514,950.955,7.5264
688110.SH,东芯股份,116.06,3.12,2.76,38.94,12.35,3.19,141161.0,16.3159,513.4232,513.4232,4.4238
002384.SZ,东山精密,190.55,11.88,6.65,59.02,14.32,5.28,731792.0,136.8899,3490.1282,2641.636,18.3161
600584.SH,长电科技,69.0,1.64,2.43,73.09,4.27,4.59,821696.0,56.4263,1234.6961,1234.6961,17.8941
600601.SH,方正科技,13.97,0.88,6.72,52.05,11.38,9.42,3927835.0,53.8232,597.0419,582.59,42.7374
300319.SZ,麦捷科技,19.45,1.26,6.93,57.18,3.49,13.68,1164271.0,22.1772,172.6359,165.5721,8.8759
688536.SH,思瑞浦,303.82,10.92,3.73,68.15,6.34,2.09,28337.0,8.5834,419.5009,412.1287,1.3808
300394.SZ,天孚通信,267.0,18.3,7.36,120.92,46.61,4.77,519294.0,136.0654,2912.503,2905.9961,10.9083
603893.SH,瑞芯微,192.68,3.68,1.95,47.46,16.56,2.51,106246.0,20.4057,815.313,815.2089,4.2314
301696.SZ,三瑞智能,94.55,1.61,1.73,71.32,19.19,4.3,12944.0,1.2259,378.2095,28.4438,4.0001
688380.SH,中微半导,39.05,0.71,1.85,45.55,4.84,1.67,66803.0,2.6125,156.3425,156.3425,4.0037
688183.SH,生益电子,132.93,14.5,12.24,50.12,17.1,3.1,260012.0,33.6888,1113.41,1113.41,8.3759
300738.SZ,奥飞数据,20.17,0.11,0.55,50.55,5.42,2.25,222073.0,4.4682,198.7157,198.6531,9.852
001389.SZ,广合科技,167.88,15.26,10.0,41.52,10.01,5.72,87167.0,14.2144,793.6088,255.8014,4.7272
002297.SZ,博云新材,20.84,-0.48,-2.25,35.08,5.2,17.81,1020744.0,21.3092,119.435,119.435,5.731
002491.SZ,通鼎互联,21.1,0.72,3.53,64.07,9.71,10.3,1211556.0,25.3737,259.5288,248.2349,12.2999
002185.SZ,华天科技,16.08,0.51,3.28,32.88,2.81,4.99,1658981.0,26.5218,534.9427,534.8251,33.2676
002558.SZ,巨人网络,27.49,-0.18,-0.65,12.18,3.11,3.71,705173.0,19.4871,522.4645,522.4624,19.0056
003022.SZ,联泓新科,19.4,0.09,0.47,30.35,3.32,0.43,57778.0,1.1201,259.1002,258.8798,13.3557
000155.SZ,川能动力,12.01,-0.01,-0.08,15.7,1.98,1.34,248164.0,2.9744,221.7248,221.7248,18.4617
601869.SH,长飞光纤,400.51,21.71,5.73,56.69,20.57,3.07,124725.0,49.1228,3315.8427,1627.4256,8.2791
002975.SZ,博杰股份,104.53,9.5,10.0,63.61,8.81,11.9,164492.0,16.8031,217.5591,144.5264,2.0813
600961.SH,株冶集团,25.25,-0.12,-0.47,6.95,4.62,3.48,261714.0,6.5932,270.9004,189.8326,10.7287
000426.SZ,兴业银锡,37.43,-1.01,-2.63,14.68,5.86,2.27,403601.0,15.1969,664.6205,664.4482,17.7564
600026.SH,中远海能,19.75,-0.59,-2.9,11.89,2.25,1.79,684962.0,13.7428,1080.5648,756.0284,54.7121
603992.SH,松霖科技,20.42,-0.32,-1.54,29.24,2.6,1.16,51194.0,1.0519,90.4691,90.4691,4.4304
603259.SH,药明康德,153.25,-0.58,-0.38,20.83,5.62,0.96,237831.0,36.4946,4614.9437,3790.302,30.1138
600499.SH,科达制造,14.59,0.0,0.0,10.89,2.11,0.93,178726.0,2.6026,279.8152,279.8152,19.1786
600160.SH,巨化股份,37.95,0.03,0.08,19.33,4.64,0.62,167132.0,6.3265,1024.5536,1024.5536,26.9975
002415.SZ,海康威视,34.87,0.0,0.0,20.24,4.03,0.47,427223.0,14.8371,3195.7907,3154.3729,91.6487
002841.SZ,视源股份,47.95,-0.9,-1.84,11.02,2.4,1.74,90681.0,4.3561,335.2599,249.9851,6.9919
002602.SZ,世纪华通,16.16,0.43,2.73,13.23,3.48,3.71,2522784.0,40.8456,1191.1023,1098.3676,73.7068
