# GoalTracker 股价数据（行情快照，由 fetch_prices.py 生成）
股票代码,公司,现价,涨跌额,涨跌幅%,5日涨幅%,本月涨幅%,市盈率(动),市净率,换手率%,成交量(手),成交额(亿),总市值(亿),流通市值(亿),总股本(亿股)
601872.SH,招商轮船,22.36,0.51,2.33,11.8,19.25,12.97,3.85,2.76,2231581.0,49.0481,1805.4668,1805.4668,80.7454
605499.SH,东鹏饮料,111.54,0.7,0.63,-1.09,-7.03,14.28,4.74,0.44,29755.0,3.3271,818.9259,754.0293,7.342
603444.SH,吉比特,347.71,-4.35,-1.24,-4.8,-6.91,11.47,4.69,2.46,17711.0,6.1746,250.4941,250.4941,0.7204
002648.SZ,卫星化学,26.61,0.27,1.03,-2.24,-6.57,7.2,2.36,0.74,248002.0,6.5587,896.3966,895.821,33.6865
002957.SZ,科瑞技术,42.44,0.61,1.46,8.38,1.73,55.28,5.39,4.66,195328.0,8.2669,178.2406,177.7653,4.1998
600150.SH,中国船舶,39.47,0.51,1.31,-0.7,15.82,14.92,1.95,1.51,1137487.0,44.6818,2970.3627,2970.3627,75.2562
002008.SZ,大族激光,99.6,4.79,5.05,7.27,3.34,39.81,4.78,6.23,596503.0,58.2086,1025.485,952.903,10.296
603268.SH,松发股份,208.0,14.5,7.49,5.32,7.09,29.36,10.59,5.25,122434.0,25.1628,2118.9312,485.1596,10.1872
600362.SH,江西铜业,44.03,0.77,1.78,-3.82,-9.03,8.83,1.74,2.04,424107.0,18.6905,1524.6398,913.7314,34.6273
002916.SZ,深南电路,384.5,0.82,0.21,-3.07,4.18,58.16,14.53,1.47,97625.0,37.3405,2619.0856,2556.1923,6.8117
001232.SZ,嘉立创,195.8,6.19,3.26,7.3,13.06,52.79,8.77,10.98,48532.0,9.4082,1087.7865,86.5564,5.5556
600487.SH,亨通光电,69.49,1.0,1.46,6.51,3.13,27.47,5.08,9.22,2262780.0,156.5225,1713.896,1705.0388,24.6639
603061.SH,金海通,348.79,-1.69,-0.48,14.84,1.93,88.64,16.0,5.99,52113.0,18.2579,303.4473,303.4473,0.87
300672.SZ,国科微,185.49,11.14,6.39,13.31,4.93,102.86,10.04,4.56,95994.0,17.4872,402.7033,390.1553,2.171
603629.SH,利通电子,113.6,-0.25,-0.22,7.9,-7.01,29.66,15.81,8.53,307679.0,34.5925,416.603,409.7818,3.6673
688372.SH,伟测科技,120.5,5.31,4.61,11.75,-7.82,63.91,4.79,5.99,101253.0,12.2076,203.6408,203.6408,1.69
300661.SZ,圣邦股份,125.13,8.67,7.44,15.88,9.76,102.06,8.78,3.43,206641.0,25.6291,857.9341,753.1419,6.8563
300475.SZ,香农芯创,174.32,10.29,6.27,3.98,-2.07,11.24,11.46,6.86,307808.0,52.8018,818.5052,781.8202,4.6954
300346.SZ,南大光电,56.0,0.63,1.14,9.8,0.38,75.65,11.1,7.45,492868.0,27.4524,387.0479,370.7177,6.9116
300442.SZ,润泽科技,63.29,1.05,1.69,4.4,-3.81,43.15,7.53,1.24,203570.0,12.8646,1038.6155,1035.5689,16.4104
002111.SZ,威海广泰,9.49,-0.04,-0.42,-4.14,-3.65,15.89,1.65,1.26,61750.0,0.5885,50.4878,46.3825,5.3201
688110.SH,东芯股份,122.36,6.83,5.91,10.95,2.1,41.05,13.02,4.21,186397.0,22.4653,541.293,541.293,4.4238
002384.SZ,东山精密,196.15,2.62,1.35,0.89,-0.93,60.75,14.74,5.1,707551.0,138.7884,3592.6982,2719.2701,18.3161
600584.SH,长电科技,73.0,5.25,7.75,7.76,-3.63,77.33,4.53,9.0,1610179.0,114.9025,1306.2726,1306.2726,17.8941
600601.SH,方正科技,14.5,-0.11,-0.75,-2.23,13.37,54.02,11.81,4.79,1997553.0,29.2819,619.6927,604.6925,42.7374
300319.SZ,麦捷科技,21.56,0.55,2.62,2.37,2.67,63.38,3.87,14.42,1227505.0,26.2686,191.364,183.5339,8.8759
688536.SH,思瑞浦,353.2,22.55,6.82,18.92,14.25,79.23,7.37,3.44,46728.0,16.3383,487.6826,479.1122,1.3808
300394.SZ,天孚通信,284.66,7.01,2.52,8.87,8.44,128.92,54.45,4.19,456069.0,130.4339,3105.1427,3098.2054,10.9083
603893.SH,瑞芯微,190.04,8.83,4.87,5.4,-2.34,46.81,16.33,2.96,125167.0,23.5615,804.142,804.0508,4.2314
301696.SZ,三瑞智能,95.99,3.54,3.83,5.34,-2.49,72.41,19.48,7.5,22570.0,2.1338,383.9696,28.877,4.0001
688380.SH,中微半导,41.33,1.72,4.34,10.77,0.12,48.21,5.13,3.69,147908.0,6.1225,165.4709,165.4709,4.0037
688183.SH,生益电子,121.2,0.85,0.71,-3.23,-5.96,45.7,15.59,2.11,177087.0,21.3948,1015.1606,1015.1606,8.3759
300738.SZ,奥飞数据,19.58,0.01,0.05,2.14,-3.97,49.07,5.26,2.9,285549.0,5.6008,192.903,192.8423,9.852
001389.SZ,广合科技,169.03,0.98,0.58,-3.41,3.87,41.81,10.08,4.9,74605.0,12.6378,799.0451,257.5537,4.7272
002297.SZ,博云新材,22.03,0.24,1.1,-6.37,18.89,37.09,5.5,13.1,750934.0,16.4957,126.255,126.255,5.731
002491.SZ,通鼎互联,23.78,0.11,0.46,12.22,7.02,72.21,10.95,16.19,1904187.0,45.0475,292.4927,279.7643,12.2999
002185.SZ,华天科技,18.03,1.64,10.01,11.3,5.75,36.87,3.15,10.92,3631088.0,63.8688,599.8145,599.6826,33.2676
002558.SZ,巨人网络,24.97,0.16,0.64,-0.95,-9.03,11.07,3.1,2.51,477417.0,11.8732,474.5703,474.5685,19.0056
003022.SZ,联泓新科,19.69,-0.05,-0.25,3.47,-2.14,30.8,3.37,0.66,88187.0,1.7392,262.9733,262.7496,13.3557
000155.SZ,川能动力,11.8,0.22,1.9,0.51,-6.05,15.43,2.03,0.91,168464.0,1.9767,217.8479,217.8479,18.4617
601869.SH,长飞光纤,454.99,-12.04,-2.58,-4.01,8.7,64.4,23.37,3.47,140939.0,64.4252,3766.8855,1848.7987,8.2791
002975.SZ,博杰股份,104.86,0.16,0.15,8.1,-2.82,63.81,8.83,7.61,105264.0,11.0613,218.2459,144.9827,2.0813
600961.SH,株冶集团,25.5,0.91,3.7,4.94,-6.76,7.02,4.67,2.91,311815.0,7.8836,273.5825,273.5825,10.7287
000426.SZ,兴业银锡,35.47,0.89,2.57,-1.39,-10.99,13.92,5.55,2.7,479524.0,16.8472,629.818,629.6547,17.7564
600026.SH,中远海能,22.07,-0.02,-0.09,5.8,14.83,13.28,2.51,2.49,951417.0,20.6755,1207.497,844.8378,54.7121
603992.SH,松霖科技,20.03,0.4,2.04,4.49,-7.44,28.68,2.55,0.55,24537.0,0.4897,88.7413,88.7413,4.4304
603259.SH,药明康德,160.0,-0.49,-0.31,5.79,3.71,21.9,5.91,1.51,374103.0,60.3178,4853.9153,3957.2484,30.337
600499.SH,科达制造,13.44,-0.03,-0.22,-7.12,-4.34,10.03,1.94,0.79,152222.0,2.0452,257.7599,257.7599,19.1786
600160.SH,巨化股份,34.74,-0.23,-0.66,-1.47,-14.31,17.69,4.37,1.2,322754.0,11.2169,937.8918,937.8918,26.9975
002415.SZ,海康威视,32.94,0.49,1.51,-0.93,-7.96,19.12,3.81,0.5,449652.0,14.7647,3018.9087,2979.7833,91.6487
002841.SZ,视源股份,47.25,0.3,0.64,4.44,-0.42,10.86,2.36,1.26,65628.0,3.085,330.3656,246.3357,6.9919
002602.SZ,世纪华通,14.69,0.15,1.03,-5.59,3.89,12.02,3.22,1.86,1264739.0,18.5441,1082.7532,998.4542,73.7068
603186.SH,华正新材,226.78,-3.22,-1.4,-0.42,24.26,102.81,14.43,14.61,229093.0,52.5124,355.5695,355.5695,1.5679
688825.SH,长鑫科技,55.54,2.07,3.87,-2.1,-4.26,24.29,19.6,5.83,2626513.0,144.6372,37702.8286,2500.9878,678.841
300750.SZ,宁德时代,301.95,-2.35,-0.77,-8.64,-16.94,16.14,3.75,0.89,380713.0,115.3766,13971.9347,12864.8875,46.2723
000001.SZ,平安银行,11.7,0.09,0.78,-0.34,-0.17,4.42,0.49,0.44,853038.0,9.9992,2270.4924,2270.4651,194.0592
000002.SZ,万  科Ａ,3.32,0.3,9.93,8.5,5.73,-1.32,0.39,4.54,4408253.0,14.1983,396.0996,322.5418,119.3071
000006.SZ,深振业Ａ,7.06,0.19,2.77,3.07,-1.67,-49.78,1.81,1.11,149391.0,1.0426,95.3097,95.3097,13.5
000007.SZ,全新好,11.33,0.02,0.18,3.09,-11.9,-707.48,21.99,1.56,53990.0,0.6131,39.2526,39.2526,3.4645
000008.SZ,神州高铁,2.4,0.0,0.0,-2.44,-5.14,-61.06,3.06,0.68,184366.0,0.4444,65.1931,65.1911,27.1638
000009.SZ,中国宝安,7.0,0.1,1.45,1.6,-0.99,-303.61,1.87,0.47,120184.0,0.8418,180.545,180.3214,25.7921
000010.SZ,*ST美丽,1.58,0.02,1.28,-8.14,-5.95,-53.39,7.26,1.46,139142.0,0.2204,18.1645,15.0328,11.4965
000011.SZ,深物业A,9.14,0.21,2.35,3.63,-9.24,-39.95,1.64,3.12,164205.0,1.4904,54.4725,48.1199,5.9598
000012.SZ,南  玻Ａ,3.72,-0.03,-0.8,-2.87,-0.27,-13.44,0.9,1.09,213125.0,0.7937,113.1798,72.8866,30.4247
000014.SZ,沙河股份,10.45,0.26,2.55,1.46,-3.6,-89.65,1.84,2.16,52385.0,0.5418,25.2938,25.2938,2.4205
000017.SZ,深中华A,7.51,0.07,0.94,0.13,-33.01,244.53,13.13,13.11,578098.0,4.3458,51.7578,33.1057,6.8918
000019.SZ,深粮控股,7.15,0.27,3.92,-2.46,-0.69,36.83,1.66,9.32,387918.0,2.7089,82.4063,29.7589,11.5254
000020.SZ,深华发Ａ,12.96,0.27,2.13,-0.99,2.21,218.28,8.2,5.73,103756.0,1.3508,36.6977,23.479,2.8316
000021.SZ,深科技,36.95,1.44,4.06,5.48,-2.09,53.88,4.4,7.08,1122004.0,41.1875,585.584,585.5048,15.848
000025.SZ,特  力Ａ,14.73,0.21,1.45,0.55,-6.77,37.49,3.32,0.99,38886.0,0.5715,63.4949,57.8562,4.3106
000026.SZ,飞亚达,19.79,0.91,4.82,6.86,-2.56,39.95,2.38,2.92,106403.0,2.0946,80.3007,72.1222,4.0576
000027.SZ,深圳能源,6.29,0.06,0.96,-1.72,-1.1,7.86,0.89,0.46,220424.0,1.3865,299.2398,299.2398,47.5739
000028.SZ,国药一致,19.82,0.05,0.25,0.1,-0.45,10.01,0.64,0.35,18165.0,0.3603,121.3423,104.2253,6.1222
000029.SZ,深深房Ａ,22.27,1.14,5.4,0.81,0.81,-1315.97,6.3,0.68,60497.0,1.3236,225.2967,198.5727,10.1166
000030.SZ,富奥股份,3.95,-0.02,-0.5,-0.5,-1.99,18.07,0.81,0.6,99804.0,0.396,67.9325,65.9969,17.1981
000031.SZ,大悦城,2.23,0.08,3.72,2.29,1.36,-6.61,0.97,1.33,569936.0,1.2501,95.5848,95.5846,42.8631
000032.SZ,深桑达Ａ,14.63,0.25,1.74,7.49,-1.08,-42.65,2.46,2.49,302225.0,4.4164,177.7807,177.7807,12.1518
000034.SZ,神州数码,23.48,0.53,2.31,2.58,-2.98,24.06,2.09,2.24,190355.0,4.4476,238.7305,199.3799,10.1674
000035.SZ,中国天楹,4.77,0.02,0.42,-3.44,-0.63,26.68,1.05,0.82,189495.0,0.9031,113.9092,110.336,23.8803
000036.SZ,华联控股,3.9,0.07,1.83,1.56,-3.7,98.82,1.06,1.56,218172.0,0.841,54.7489,54.7163,14.0382
000037.SZ,深南电A,9.4,0.02,0.21,-1.57,-2.59,142.84,3.38,5.31,179926.0,1.7043,56.6597,31.8574,6.0276
000039.SZ,中集集团,9.15,0.02,0.22,-0.22,0.88,33.36,1.08,1.11,255919.0,2.3482,493.4156,210.5788,53.9252
000042.SZ,中洲控股,8.25,0.07,0.86,0.73,-4.62,2.77,1.65,0.57,37544.0,0.3089,54.8486,54.7917,6.6483
000045.SZ,深纺织Ａ,11.08,0.11,1.0,2.78,-0.27,55.26,1.87,0.78,35457.0,0.3927,56.1226,50.638,5.0652
000048.SZ,京基智农,18.47,-0.96,-4.94,-15.35,-19.49,-10.01,2.81,6.32,334636.0,6.1332,97.9284,97.7622,5.302
000049.SZ,德赛电池,22.29,0.09,0.41,1.78,-4.99,20.88,1.26,0.92,35296.0,0.7866,85.7359,85.7128,3.8464
000050.SZ,深天马Ａ,6.61,0.06,0.92,2.48,-2.07,-11.06,0.61,0.82,200107.0,1.3209,161.0048,161.0033,24.3578
000055.SZ,方大集团,3.75,0.07,1.9,5.93,3.88,36.94,0.73,4.31,291165.0,1.0899,40.2703,25.3445,10.7387
000056.SZ,*ST皇庭,2.5,-0.04,-1.57,-3.85,15.21,-5.43,-1.12,5.74,518552.0,1.2762,29.5632,22.5933,11.8253
000058.SZ,深 赛 格,7.03,0.07,1.01,0.14,0.72,82.76,4.25,0.47,46020.0,0.3234,86.5534,69.2272,12.312
000059.SZ,华锦股份,5.4,-0.01,-0.18,-3.23,-6.57,11.83,0.86,1.74,277848.0,1.4998,86.3699,86.3683,15.9944
000060.SZ,中金岭南,6.19,0.04,0.65,-0.64,-9.64,12.04,1.36,1.37,606321.0,3.752,274.9086,274.9042,44.4117
000061.SZ,农 产 品,6.02,0.0,0.0,-5.05,-3.37,23.57,1.38,1.04,186333.0,1.1198,119.4947,108.0177,19.8496
000062.SZ,深圳华强,23.09,0.51,2.26,2.49,-5.95,30.85,3.5,2.0,208582.0,4.7944,241.5005,241.2355,10.4591
000063.SZ,中兴通讯,32.44,0.57,1.79,0.84,-5.09,28.19,2.06,1.62,653025.0,21.1437,1551.7787,1306.5603,47.8353
000065.SZ,北方国际,9.78,0.15,1.56,3.16,-2.59,17.42,1.02,1.46,155819.0,1.5199,113.589,104.1588,11.6144
000066.SZ,中国长城,14.12,0.25,1.8,1.66,-3.22,72.98,4.02,1.87,603728.0,8.5147,455.4828,455.4533,32.258
000068.SZ,华控赛格,3.23,0.0,0.0,0.62,0.62,-40.31,5.79,1.16,116298.0,0.3773,32.5155,32.5155,10.0667
000069.SZ,华侨城Ａ,1.83,0.06,3.39,3.39,1.1,-2.11,0.46,1.16,802544.0,1.4471,147.091,126.2444,80.3776
000070.SZ,特发信息,17.7,-0.28,-1.56,3.15,12.38,123.82,14.49,11.64,997069.0,17.6412,153.7056,151.6389,8.6839
000078.SZ,ST海王,1.52,0.0,0.0,-3.18,4.83,-9.8,3.91,2.01,528036.0,0.8109,39.9931,39.9728,26.3112
000088.SZ,盐 田 港,4.48,-0.07,-1.54,-2.18,-1.32,16.72,1.29,0.73,231353.0,1.0471,232.9369,141.6988,51.9948
000089.SZ,深圳机场,6.46,0.0,0.0,-0.92,-1.07,8.99,1.1,0.52,106378.0,0.6888,132.4797,132.4797,20.5077
000090.SZ,天健集团,3.54,0.06,1.72,2.31,1.43,-9.93,0.6,1.04,194058.0,0.681,66.1465,66.1435,18.6855
000096.SZ,广聚能源,7.97,0.01,0.13,-1.6,-3.16,30.67,1.52,1.24,63214.0,0.5064,42.0816,40.7146,5.28
000099.SZ,中信海直,12.95,0.08,0.62,-3.0,-5.68,40.08,1.81,0.56,43614.0,0.566,100.4622,100.4622,7.7577
000100.SZ,TCL科技,4.99,0.16,3.31,7.54,-1.96,14.38,1.63,3.57,7176951.0,35.4834,1095.1262,1003.7375,219.4642
000151.SZ,中成股份,10.14,-0.1,-0.98,-4.88,-0.29,94.82,4.03,3.12,96202.0,0.9847,35.5819,31.2246,3.5091
000153.SZ,丰原药业,5.99,-0.02,-0.33,-1.48,-5.37,19.52,1.29,2.35,108098.0,0.6528,27.8347,27.6053,4.6469
000156.SZ,华数传媒,7.03,0.08,1.15,1.01,-1.26,30.99,0.89,0.65,109847.0,0.772,130.2612,119.5013,18.5293
000157.SZ,中联重科,6.2,0.04,0.65,-4.91,-7.32,12.75,0.93,0.36,255885.0,1.5835,536.2092,438.3659,86.4854
000158.SZ,常山北明,12.8,0.16,1.27,-0.31,1.43,-90.22,3.9,1.83,291138.0,3.729,204.6229,203.6024,15.9862
000159.SZ,国际实业,5.43,0.0,0.0,-4.4,-9.2,85.52,1.27,2.05,98753.0,0.5373,26.1012,26.1003,4.8069
000166.SZ,申万宏源,4.4,0.03,0.69,-0.9,-3.72,9.61,0.96,0.22,498976.0,2.1973,1101.7576,991.5623,250.3994
000301.SZ,东方盛虹,13.68,0.26,1.94,2.24,-6.3,10.05,2.39,0.33,217129.0,2.9739,904.4166,904.0254,66.1123
000333.SZ,美的集团,84.4,-0.64,-0.75,-2.16,-3.8,12.17,3.04,0.38,260873.0,22.0183,6439.1682,5811.2799,76.2935
000338.SZ,潍柴动力,27.23,0.58,2.18,3.42,0.22,15.27,2.45,2.16,1071131.0,28.8133,2352.7321,1349.6257,86.4022
000400.SZ,许继电气,20.37,0.06,0.3,-1.31,-5.61,24.94,1.7,0.97,98233.0,2.009,207.4803,206.7689,10.1856
000401.SZ,金隅冀东,3.51,0.03,0.86,-1.4,-1.96,-4.87,0.36,0.26,68765.0,0.2401,93.2308,92.3605,26.5615
000402.SZ,金 融 街,2.52,0.07,2.86,2.44,-3.45,-43.52,0.39,2.1,626241.0,1.5637,75.321,75.3144,29.8893
000403.SZ,派林生物,9.88,-0.03,-0.3,-1.5,-5.18,55.69,1.17,0.54,50950.0,0.5082,93.8993,92.9395,9.504
000404.SZ,长虹华意,6.88,0.03,0.44,-0.43,-2.82,9.55,1.12,0.63,43991.0,0.303,47.8845,47.6774,6.96
000407.SZ,胜利股份,4.21,0.05,1.2,-2.09,-1.17,18.42,1.19,1.45,126930.0,0.5329,37.0516,36.8704,8.8008
000408.SZ,藏格矿业,72.16,1.21,1.71,-0.67,-6.76,15.56,7.24,0.66,103750.0,7.5315,1132.1289,1132.117,15.6891
000409.SZ,云鼎科技,8.89,0.14,1.6,0.45,0.34,81.1,3.62,1.07,63268.0,0.5629,60.2443,52.4931,6.7766
000410.SZ,沈阳机床,5.57,0.51,10.08,10.3,6.7,-379.27,3.52,3.45,679257.0,3.6685,147.5534,109.7857,26.4907
000411.SZ,英特集团,9.9,0.0,0.0,1.02,0.81,14.32,1.01,0.51,28875.0,0.2883,55.9201,55.8099,5.6485
000415.SZ,渤海租赁,4.42,0.04,0.91,-1.56,-0.45,4.27,0.88,1.03,556594.0,2.4768,273.3558,238.3668,61.8452
000417.SZ,合百集团,5.7,0.14,2.52,-4.04,-1.21,36.82,0.93,5.11,398186.0,2.2706,44.4534,44.4046,7.7988
000419.SZ,通程控股,4.98,0.0,0.0,-3.11,-0.6,18.39,0.8,1.06,57759.0,0.2892,27.0704,27.0704,5.4358
000420.SZ,吉林化纤,3.54,0.05,1.43,-0.28,-5.09,135.81,1.96,1.68,412444.0,1.461,87.0439,87.0406,24.5887
000421.SZ,南京公用,5.64,-0.02,-0.35,-3.09,-3.09,19.65,1.16,1.41,80789.0,0.457,32.397,32.3853,5.7442
000422.SZ,湖北宜化,11.84,0.06,0.51,-2.79,-8.78,20.16,2.1,0.81,86233.0,1.0195,128.77,126.3667,10.8758
000423.SZ,东阿阿胶,45.26,-0.31,-0.68,-1.27,-4.9,16.83,3.11,0.81,51642.0,2.3484,289.5856,289.0758,6.3983
000425.SZ,徐工机械,7.45,-0.09,-1.19,-7.57,-5.58,11.01,1.35,1.32,1185056.0,8.8455,872.4852,670.3573,117.1121
000428.SZ,华天酒店,4.15,0.12,2.98,-10.56,-7.57,-18.68,3.45,7.31,744578.0,3.1049,42.2854,42.2854,10.1893
000429.SZ,粤高速Ａ,12.64,-0.03,-0.24,0.0,-4.46,15.54,2.5,0.42,54135.0,0.6824,264.2779,164.7409,20.9081
000430.SZ,张家界,7.03,0.14,2.03,-5.76,0.57,9.23,3.13,5.36,198629.0,1.3953,56.9174,26.0501,8.0964
000488.SZ,ST晨鸣,1.99,-0.03,-1.49,-5.69,4.19,-3.72,37.57,0.62,105661.0,0.2116,58.535,33.8183,29.4146
000498.SZ,山东路桥,5.05,0.11,2.23,3.06,2.43,5.36,0.43,1.24,179649.0,0.905,78.3983,73.1921,15.5244
000501.SZ,武商集团,7.13,0.09,1.28,-2.99,-0.28,20.91,0.5,0.86,66146.0,0.4726,54.8292,54.7794,7.6899
000503.SZ,国新健康,6.7,0.0,0.0,-1.76,-4.42,-32.08,5.87,0.88,85920.0,0.5794,65.6099,65.6059,9.7925
000504.SZ,南华生物,10.01,0.91,10.0,20.31,22.07,275.63,12.16,5.75,189155.0,1.8786,33.0353,32.9452,3.3002
000505.SZ,京粮控股,6.71,0.08,1.21,-4.55,-4.69,303.63,1.7,7.21,477027.0,3.1621,48.7784,44.4185,7.2695
000506.SZ,招金黄金,18.58,0.09,0.49,-1.28,-8.47,38.05,19.14,6.3,585527.0,10.7866,172.6115,172.5538,9.2902
000507.SZ,珠海港,5.03,-0.01,-0.2,-1.57,-1.18,14.24,0.54,0.89,80019.0,0.404,46.2627,45.3884,9.1973
000509.SZ,华塑控股,3.77,0.34,9.91,8.02,8.33,-114.54,38.25,7.72,828398.0,3.0879,40.4569,40.4568,10.7313
000510.SZ,新金路,18.6,0.78,4.38,14.89,4.09,-81.43,11.96,10.56,641063.0,11.9038,120.6291,112.8995,6.4854
000513.SZ,丽珠集团,26.23,-0.01,-0.04,-1.47,-0.68,12.49,1.74,0.61,34523.0,0.9069,232.8981,148.8951,8.8791
000514.SZ,渝 开 发,4.2,0.02,0.48,0.96,-3.67,-485.7,0.98,1.48,124891.0,0.5222,35.4384,35.4384,8.4377
000516.SZ,国际医学,4.24,0.06,1.44,-2.53,3.16,-72.66,2.92,0.94,206237.0,0.8707,94.9292,93.4813,22.389
000517.SZ,荣安地产,2.0,-0.01,-0.5,-1.48,-9.5,-20.33,1.41,2.0,498950.0,0.9932,63.6784,49.8397,31.8392
000518.SZ,四环生物,3.82,0.01,0.26,3.24,-2.55,-76.12,12.74,2.39,246553.0,0.9354,39.329,39.3283,10.2956
000519.SZ,中兵红箭,15.39,0.24,1.58,-5.06,6.88,288.07,2.06,3.03,421491.0,6.4499,214.3148,214.3148,13.9256
000520.SZ,凤凰航运,4.1,-0.04,-0.97,-3.07,-2.15,69.41,9.28,2.25,227412.0,0.9346,41.4954,41.4954,10.1208
000521.SZ,长虹美菱,4.43,0.04,0.91,-1.12,-8.28,39.34,0.78,0.92,80825.0,0.3588,45.6256,38.7753,10.2992
000523.SZ,红棉股份,3.39,0.02,0.59,-15.46,0.59,40.89,3.12,11.0,1973676.0,6.627,62.2224,60.8443,18.3547
000524.SZ,岭南控股,9.0,-0.01,-0.11,-4.26,-12.54,53.45,2.63,1.15,77174.0,0.697,60.3188,60.3008,6.7021
000525.SZ,红太阳,4.53,-0.02,-0.44,-3.82,-4.83,29.49,2.25,1.37,152618.0,0.6925,59.0231,50.3627,13.0294
000526.SZ,学大教育,35.22,-0.32,-0.9,-1.29,-2.76,7.14,3.47,1.58,19210.0,0.6807,42.9195,42.783,1.2186
000528.SZ,柳    工,7.65,-0.01,-0.13,-5.56,-2.3,7.34,0.83,1.26,257392.0,1.9682,156.104,155.8875,20.4058
000529.SZ,广弘控股,4.86,-0.05,-1.02,-2.99,-3.95,43.6,0.89,0.73,41571.0,0.2034,28.3722,27.6964,5.8379
000530.SZ,冰山冷热,5.2,0.07,1.36,0.78,-0.19,46.5,1.39,1.96,117862.0,0.612,43.8471,31.2061,8.4321
000531.SZ,穗恒运Ａ,5.65,0.02,0.36,-3.58,0.53,12.11,0.85,0.73,66742.0,0.3787,58.8392,51.4006,10.414
000532.SZ,华金资本,12.96,1.18,10.02,6.75,14.49,42.82,2.72,10.08,346413.0,4.3629,44.6742,44.524,3.4471
000533.SZ,顺钠股份,11.23,0.41,3.79,-3.52,-4.26,74.88,7.6,9.71,665152.0,7.5728,77.5786,76.9145,6.9082
000534.SZ,万泽股份,23.87,0.39,1.66,-0.62,0.59,48.5,6.5,2.11,106329.0,2.5352,121.6292,120.4318,5.0955
000536.SZ,华映科技,3.51,0.11,3.24,2.33,-2.5,-10.79,17.99,2.88,794756.0,2.7589,97.0878,96.9842,27.6603
000537.SZ,绿发电力,7.53,0.15,2.03,-3.46,0.94,26.36,0.78,0.87,178971.0,1.3431,154.7956,154.7956,20.5572
000538.SZ,云南白药,51.05,-0.34,-0.66,1.29,1.31,12.31,2.33,0.47,83995.0,4.2942,910.8661,910.7996,17.8426
000539.SZ,粤电力Ａ,5.21,0.07,1.36,-2.98,0.97,-25.06,1.2,1.65,422703.0,2.204,273.5398,133.1357,52.5028
000541.SZ,佛山照明,4.91,0.01,0.2,0.2,-0.81,90.4,1.11,0.27,33273.0,0.1632,75.4067,60.4185,15.3578
000543.SZ,皖能电力,7.35,0.02,0.27,-1.47,1.38,10.1,0.93,0.69,155626.0,1.1491,166.6145,166.6145,22.6686
000544.SZ,中原环保,7.26,0.0,0.0,-0.95,-1.09,5.43,0.75,0.26,25284.0,0.1837,70.7621,70.7621,9.7468
000545.SZ,金浦钛业,2.2,0.03,1.38,0.92,-9.09,-76.11,3.39,3.48,342583.0,0.7489,21.7103,21.6789,9.8683
