# GoalTracker 股价数据（行情快照，由 fetch_prices.py 生成）
股票代码,公司,现价,涨跌额,涨跌幅%,市盈率(动),市净率,换手率%,成交量(手),成交额(亿),总市值(亿),流通市值(亿),总股本(亿股)
300442.SZ,润泽科技,61.95,-0.45,-0.72,42.24,7.37,0.63,102769.0,6.3605,1016.6255,1013.6435,16.4104
002111.SZ,威海广泰,9.96,-0.14,-1.39,16.68,1.73,1.32,64545.0,0.6462,52.9883,48.6797,5.3201
688110.SH,东芯股份,114.26,-0.62,-0.54,38.34,12.16,2.22,98357.0,11.3255,505.4604,505.4604,4.4238
002384.SZ,东山精密,193.74,-2.32,-1.18,60.0,14.56,4.04,559678.0,109.0598,3548.5564,2685.8597,18.3161
600584.SH,长电科技,68.12,-0.52,-0.76,72.16,4.21,2.69,481936.0,33.0189,1218.9492,1218.9492,17.8941
600601.SH,方正科技,14.82,0.2,1.37,55.21,12.07,5.2,2167159.0,32.1676,633.3687,618.0375,42.7374
300319.SZ,麦捷科技,20.0,-0.05,-0.25,58.8,3.59,9.54,811895.0,16.1226,177.5177,170.254,8.8759
688536.SH,思瑞浦,303.05,-5.67,-1.84,67.98,6.32,1.24,16804.0,5.1218,418.4378,411.0842,1.3808
300394.SZ,天孚通信,269.0,10.97,4.25,121.83,51.45,4.68,509837.0,137.9992,2934.3195,2927.7639,10.9083
603893.SH,瑞芯微,182.66,-4.7,-2.51,44.99,15.7,1.53,64878.0,11.9479,772.914,772.8154,4.2314
301696.SZ,三瑞智能,92.51,-1.6,-1.7,69.78,18.77,3.8,11438.0,1.0607,370.0493,27.8301,4.0001
688380.SH,中微半导,37.94,-0.14,-0.37,44.25,4.71,1.13,45283.0,1.7182,151.8985,151.8985,4.0037
688183.SH,生益电子,125.57,-2.96,-2.3,47.35,16.15,2.02,169228.0,21.6033,1051.7633,1051.7633,8.3759
300738.SZ,奥飞数据,19.44,-0.3,-1.52,48.72,5.22,1.9,187429.0,3.6528,191.5237,191.4634,9.852
001389.SZ,广合科技,174.0,0.08,0.05,43.04,10.37,3.35,51020.0,8.9309,822.5395,265.1266,4.7272
002297.SZ,博云新材,21.9,-0.6,-2.67,36.87,5.46,23.0,1318121.0,29.7615,125.51,125.51,5.731
002491.SZ,通鼎互联,21.02,-1.2,-5.4,63.83,9.68,10.49,1233708.0,26.4044,258.5448,247.2937,12.2999
002185.SZ,华天科技,16.38,0.21,1.3,33.5,2.86,6.61,2199445.0,36.0911,544.9229,544.8031,33.2676
002558.SZ,巨人网络,26.0,-0.13,-0.5,11.52,2.94,1.69,320701.0,8.3244,494.1461,494.1442,19.0056
003022.SZ,联泓新科,19.36,-0.27,-1.38,30.29,3.31,0.33,44050.0,0.8562,258.566,258.346,13.3557
000155.SZ,川能动力,11.98,-0.13,-1.07,15.66,1.98,1.08,199798.0,2.3901,221.171,221.171,18.4617
601869.SH,长飞光纤,435.74,-6.29,-1.42,61.68,22.38,2.79,113563.0,49.6784,3607.5137,1770.5786,8.2791
002975.SZ,博杰股份,99.37,-1.63,-1.61,60.47,8.37,5.45,75350.0,7.5474,206.8195,137.3921,2.0813
600961.SH,株冶集团,25.4,-0.2,-0.78,6.99,4.65,2.81,211477.0,5.3745,272.5097,190.9603,10.7287
000426.SZ,兴业银锡,38.68,0.02,0.05,15.17,6.05,2.13,378982.0,14.6596,686.8159,686.6379,17.7564
600026.SH,中远海能,21.3,-0.13,-0.61,12.82,2.42,1.95,745019.0,15.7507,1165.3686,815.3623,54.7121
603992.SH,松霖科技,19.72,-0.29,-1.45,28.24,2.51,0.58,25797.0,0.513,87.3678,87.3678,4.4304
603259.SH,药明康德,154.5,-0.38,-0.25,21.08,5.69,1.04,256708.0,39.4679,4671.6422,3821.218,30.2372
600499.SH,科达制造,14.88,-0.15,-1.0,11.11,2.15,0.68,130920.0,1.9509,285.377,285.377,19.1786
600160.SH,巨化股份,37.0,-1.4,-3.65,18.85,4.53,0.83,223237.0,8.3614,998.906,998.906,26.9975
002415.SZ,海康威视,33.51,-0.24,-0.71,19.45,3.87,0.41,373420.0,12.523,3071.1485,3031.346,91.6487
002841.SZ,视源股份,46.34,-0.38,-0.81,10.65,2.31,0.74,38768.0,1.7963,324.003,241.5915,6.9919
002602.SZ,世纪华通,15.56,-0.22,-1.39,12.74,3.35,1.15,779950.0,12.1751,1146.8782,1057.5866,73.7068
