# GoalTracker 股价数据（行情快照，由 fetch_prices.py 生成）
股票代码,公司,现价,涨跌额,涨跌幅%,市盈率(动),市净率,换手率%,成交量(手),成交额(亿),总市值(亿),流通市值(亿),总股本(亿股)
300181.SZ,佐力药业,13.6,0.2,1.49,12.72,2.87,1.7,102561.0,1.3907,95.3887,81.9398,7.0139
603173.SH,福斯达,30.73,0.49,1.62,16.26,2.46,0.48,7752.0,0.2367,49.168,49.168,1.6
605305.SH,中际联合,31.88,0.1,0.31,12.86,2.23,1.32,28102.0,0.8958,67.7514,67.7514,2.1252
605499.SH,东鹏饮料,120.2,-1.78,-1.46,15.39,4.53,0.5,34088.0,4.109,882.5076,812.5723,7.342
300628.SZ,亿联网络,39.75,-1.12,-2.74,16.52,5.47,2.05,149103.0,5.9181,503.6001,288.5336,12.6692
603444.SH,吉比特,402.87,-2.2,-0.54,13.29,4.79,1.7,12273.0,4.9633,290.232,290.232,0.7204
000848.SZ,承德露露,8.37,-0.01,-0.12,14.33,2.65,0.99,99713.0,0.8382,85.374,84.5884,10.2
002867.SZ,周大生,10.78,0.04,0.37,13.0,1.88,0.6,64471.0,0.6952,117.0141,116.3315,10.8547
000528.SZ,柳    工,8.31,0.26,3.23,7.97,0.9,3.34,679714.0,5.6631,169.5718,169.3366,20.4058
002648.SZ,卫星化学,27.69,0.68,2.52,7.49,2.45,1.11,373137.0,10.253,932.778,932.179,33.6865
000791.SZ,甘肃能源,7.26,0.04,0.55,14.02,1.55,0.64,124205.0,0.901,235.5028,140.5269,32.4384
002957.SZ,科瑞技术,41.33,0.41,1.0,53.83,5.25,5.39,225825.0,9.3749,173.5788,173.1159,4.1998
600150.SH,中国船舶,39.08,0.7,1.82,14.77,1.93,1.99,1496585.0,58.4791,2941.0128,2941.0128,75.2562
002008.SZ,大族激光,95.72,1.95,2.08,38.26,4.59,6.93,662568.0,62.9116,985.5364,915.7819,10.296
603268.SH,松发股份,192.4,-1.25,-0.65,27.16,9.8,1.55,36107.0,6.9367,1960.0114,448.7726,10.1872
600362.SH,江西铜业,48.53,2.51,5.45,9.73,1.92,5.56,1153881.0,55.7384,1680.4626,1007.1176,34.6273
002916.SZ,深南电路,382.5,17.52,4.8,57.86,14.45,2.0,132996.0,51.1061,2605.4622,2542.8961,6.8117
001232.SZ,嘉立创,162.08,-5.83,-3.47,43.7,7.1,8.9,39366.0,6.4683,900.4516,71.65,5.5556
600487.SH,亨通光电,63.11,-0.89,-1.39,24.95,4.62,6.14,1506006.0,96.9741,1556.5402,1548.4962,24.6639
603061.SH,金海通,318.04,-4.47,-1.39,80.82,14.59,3.44,29914.0,9.659,276.6948,276.6948,0.87
300672.SZ,国科微,171.88,0.52,0.3,95.31,9.3,4.35,91592.0,16.0526,373.1557,361.5284,2.171
603629.SH,利通电子,108.99,-2.39,-2.15,28.45,15.17,7.67,276801.0,30.8512,399.6968,393.1524,3.6673
688372.SH,伟测科技,113.66,-3.11,-2.66,60.29,4.52,3.72,62840.0,7.2457,192.0815,192.0815,1.69
300661.SZ,圣邦股份,107.13,-3.47,-3.14,87.38,7.52,1.21,72788.0,7.9152,734.52,644.8021,6.8563
300475.SZ,香农芯创,179.66,2.81,1.59,11.58,11.82,8.47,379734.0,69.0802,843.5787,805.77,4.6954
300346.SZ,南大光电,51.56,-0.38,-0.73,69.65,10.22,3.13,207467.0,10.7769,356.3605,341.3251,6.9116
300442.SZ,润泽科技,63.03,-0.96,-1.5,42.97,7.14,1.1,180100.0,11.4523,1034.3488,1031.3147,16.4104
300398.SZ,飞凯材料,32.99,-0.12,-0.36,35.2,3.59,3.53,200481.0,6.6567,188.054,187.1243,5.7003
002111.SZ,威海广泰,10.08,0.12,1.2,16.88,1.75,1.56,76253.0,0.7649,53.6267,49.2662,5.3201
300033.SZ,同花顺,214.97,-1.94,-0.89,84.95,21.09,2.0,87508.0,18.8991,1617.9502,942.4498,7.5264
688110.SH,东芯股份,116.12,0.06,0.05,38.96,12.36,3.6,159193.0,18.6362,513.6886,513.6886,4.4238
002384.SZ,东山精密,186.42,-4.13,-2.17,57.74,14.01,4.19,581199.0,110.2194,3414.4828,2584.381,18.3161
600584.SH,长电科技,68.6,-0.4,-0.58,72.67,4.24,4.13,738361.0,51.0794,1227.5384,1227.5384,17.8941
600601.SH,方正科技,14.48,0.51,3.65,53.95,11.79,8.95,3734409.0,54.19,618.838,603.8585,42.7374
300319.SZ,麦捷科技,19.77,0.32,1.65,58.12,3.55,14.62,1244407.0,24.6365,175.4762,168.2961,8.8759
688536.SH,思瑞浦,298.33,-5.49,-1.81,66.92,6.22,1.71,23251.0,7.0557,411.9206,404.6816,1.3808
300394.SZ,天孚通信,258.5,-8.5,-3.18,117.07,45.13,3.78,410935.0,108.877,2819.7829,2813.4831,10.9083
603893.SH,瑞芯微,188.59,-4.09,-2.12,46.45,16.21,1.98,83817.0,15.9758,798.0064,797.9046,4.2314
301696.SZ,三瑞智能,92.12,-2.43,-2.57,69.49,18.69,4.75,14277.0,1.3308,368.4892,27.7128,4.0001
688380.SH,中微半导,38.5,-0.55,-1.41,44.91,4.77,1.74,69678.0,2.7075,154.1405,154.1405,4.0037
688183.SH,生益电子,126.55,-6.38,-4.8,47.72,16.28,2.44,204622.0,26.4406,1059.9717,1059.9717,8.3759
300738.SZ,奥飞数据,19.65,-0.52,-2.58,49.24,5.28,3.26,321041.0,6.3956,193.5926,193.5317,9.852
001389.SZ,广合科技,169.19,1.31,0.78,41.85,10.09,5.49,83586.0,14.1953,799.8015,257.7975,4.7272
002297.SZ,博云新材,22.32,1.48,7.1,37.57,5.57,28.8,1650451.0,35.2635,127.917,127.917,5.731
002491.SZ,通鼎互联,21.45,0.35,1.66,65.13,9.87,15.21,1789018.0,38.4903,263.8338,252.3526,12.2999
002185.SZ,华天科技,15.97,-0.11,-0.68,32.66,2.79,5.43,1806407.0,29.0855,531.2832,531.1664,33.2676
002558.SZ,巨人网络,27.4,-0.09,-0.33,12.14,3.1,2.97,564365.0,15.3907,520.754,520.7519,19.0056
003022.SZ,联泓新科,19.55,0.15,0.77,30.58,3.35,0.38,51233.0,0.9983,261.1035,260.8814,13.3557
000155.SZ,川能动力,12.16,0.15,1.25,15.9,2.01,1.48,273872.0,3.3056,224.4941,224.4941,18.4617
601869.SH,长飞光纤,416.85,16.34,4.08,59.0,21.41,3.84,156181.0,64.5394,3451.1224,1693.8213,8.2791
002975.SZ,博杰股份,100.91,-3.62,-3.46,61.41,8.5,10.16,140494.0,14.4083,210.0247,139.5213,2.0813
600961.SH,株冶集团,25.34,0.09,0.36,6.98,4.64,3.65,274590.0,7.0044,271.8659,190.5093,10.7287
000426.SZ,兴业银锡,37.72,0.29,0.77,14.8,5.9,2.62,464466.0,17.6831,669.7698,669.5962,17.7564
600026.SH,中远海能,20.23,0.48,2.43,12.18,2.3,1.52,582584.0,11.7237,1106.8266,774.4028,54.7121
603992.SH,松霖科技,20.3,-0.12,-0.59,29.07,2.59,0.73,32387.0,0.6578,89.9375,89.9375,4.4304
603259.SH,药明康德,156.35,3.1,2.02,21.28,5.75,1.47,363959.0,56.3205,4716.3288,3866.9737,30.1652
600499.SH,科达制造,14.64,0.05,0.34,10.93,2.12,0.76,146625.0,2.1589,280.7742,280.7742,19.1786
600160.SH,巨化股份,38.23,0.28,0.74,19.47,4.68,0.61,163743.0,6.2432,1032.1129,1032.1129,26.9975
002415.SZ,海康威视,33.65,-1.22,-3.5,19.53,3.89,2.05,1852061.0,61.8368,3083.9793,3044.0105,91.6487
002841.SZ,视源股份,47.4,-0.55,-1.15,10.9,2.37,1.45,75650.0,3.5728,331.4144,247.1177,6.9919
002602.SZ,世纪华通,16.13,-0.03,-0.19,13.2,3.47,1.79,1214875.0,19.6692,1188.8911,1096.3285,73.7068
