# GoalTracker 股价数据（行情快照，由 fetch_prices.py 生成）
股票代码,公司,现价,涨跌额,涨跌幅%,市盈率(动),市净率,换手率%,成交量(手),成交额(亿),总市值(亿),流通市值(亿),总股本(亿股)
300770.SZ,新媒股份,34.1,0.73,2.19,12.99,2.09,0.93,21267.0,0.724,77.693,77.693,2.2784
603871.SH,嘉友国际,13.71,0.19,1.41,12.83,3.0,0.88,120897.0,1.6462,187.554,187.554,13.6801
300926.SZ,博俊科技,17.63,0.45,2.62,13.46,2.08,1.74,51914.0,0.9163,76.5717,52.5362,4.3433
001380.SZ,华纬科技,17.43,-0.16,-0.91,20.22,2.34,0.65,15040.0,0.2628,47.2099,40.5653,2.7085
300181.SZ,佐力药业,13.83,-0.38,-2.67,12.94,2.92,3.48,209802.0,2.8946,97.0019,83.3255,7.0139
603173.SH,福斯达,31.42,-0.18,-0.57,16.63,2.52,0.81,12892.0,0.4107,50.272,50.272,1.6
605305.SH,中际联合,32.82,0.04,0.12,13.24,2.24,2.97,63137.0,2.0798,69.7491,69.7491,2.1252
605499.SH,东鹏饮料,120.81,0.43,0.36,15.47,4.55,0.56,37857.0,4.5623,886.9862,816.696,7.342
300628.SZ,亿联网络,40.2,0.33,0.83,16.71,5.53,1.11,80872.0,3.2502,509.3012,291.8,12.6692
603444.SH,吉比特,388.08,-0.28,-0.07,12.81,4.62,1.15,8265.0,3.2081,279.5771,279.5771,0.7204
000848.SZ,承德露露,8.67,0.17,2.0,14.84,2.74,1.4,141762.0,1.216,88.434,87.6202,10.2
002867.SZ,周大生,11.22,0.09,0.81,13.54,1.96,1.71,184378.0,2.0633,121.7902,121.0797,10.8547
000528.SZ,柳    工,7.87,-0.08,-1.01,7.55,0.86,1.37,279588.0,2.197,160.5933,160.3705,20.4058
002648.SZ,卫星化学,28.38,0.99,3.61,7.68,2.51,1.73,581837.0,16.2831,956.0216,955.4077,33.6865
000791.SZ,甘肃能源,7.24,-0.07,-0.96,13.99,1.55,0.74,142877.0,1.0353,234.854,140.1398,32.4384
002957.SZ,科瑞技术,40.8,-1.73,-4.07,53.14,5.18,4.21,176184.0,7.4398,171.3528,170.8959,4.1998
600150.SH,中国船舶,34.78,0.26,0.75,13.15,1.72,0.88,665665.0,23.1452,2617.4111,2617.4111,75.2562
002008.SZ,大族激光,87.62,-2.38,-2.64,35.02,4.2,2.63,251760.0,22.398,902.1385,838.2867,10.296
603268.SH,松发股份,187.3,0.3,0.16,26.44,9.54,1.75,40747.0,7.598,1908.0568,436.8769,10.1872
600362.SH,江西铜业,49.01,-0.19,-0.39,9.83,1.94,3.39,704380.0,34.5244,1697.0837,1017.0788,34.6273
002916.SZ,深南电路,362.4,-2.7,-0.74,54.82,13.69,1.36,90309.0,33.4028,2468.5477,2409.2694,6.8117
001232.SZ,嘉立创,175.01,12.98,8.01,47.18,7.67,31.51,139312.0,24.055,972.2856,77.3659,5.5556
600487.SH,亨通光电,68.7,-2.6,-3.65,27.16,5.03,10.61,2602271.0,183.2344,1694.4115,1685.655,24.6639
603061.SH,金海通,337.46,-19.44,-5.45,85.76,15.48,4.19,36435.0,12.5809,293.5902,293.5902,0.87
300672.SZ,国科微,168.18,-2.91,-1.7,93.26,9.1,3.18,66921.0,11.3675,365.1229,353.7459,2.171
603629.SH,利通电子,119.95,-5.27,-4.21,31.31,16.69,9.77,352567.0,43.1111,439.8902,432.6877,3.6673
688372.SH,伟测科技,123.03,-4.8,-3.75,65.25,4.89,4.07,68829.0,8.6137,207.9164,207.9164,1.69
300661.SZ,圣邦股份,114.5,-2.4,-2.05,93.38,8.03,1.08,64850.0,7.5347,784.9723,689.0823,6.8557
300475.SZ,香农芯创,172.1,6.77,4.09,11.1,11.32,9.55,428240.0,74.3853,808.0814,771.8636,4.6954
300346.SZ,南大光电,55.66,-0.95,-1.68,75.19,10.86,4.72,312320.0,17.6974,384.6979,368.4669,6.9116
300442.SZ,润泽科技,63.12,-0.57,-0.89,43.04,7.15,1.44,235956.0,15.1846,1035.8257,1032.7873,16.4104
300398.SZ,飞凯材料,35.52,-0.99,-2.71,37.9,3.87,7.08,401305.0,14.5053,202.4758,201.4749,5.7003
002111.SZ,威海广泰,9.75,0.34,3.61,16.33,1.7,3.2,156314.0,1.5208,51.8711,47.6533,5.3201
300033.SZ,同花顺,230.5,-2.72,-1.17,91.09,22.61,3.07,134461.0,31.2584,1734.8352,1010.5349,7.5264
688110.SH,东芯股份,115.01,-3.34,-2.82,38.59,12.24,3.5,154646.0,18.0909,508.7782,508.7782,4.4238
002384.SZ,东山精密,195.62,-4.98,-2.48,60.59,14.7,4.0,554544.0,111.4243,3582.9907,2711.9226,18.3161
600584.SH,长电科技,74.93,-1.61,-2.1,79.37,4.63,4.98,892019.0,68.0918,1340.8083,1340.8083,17.8941
600601.SH,方正科技,12.33,-0.1,-0.8,45.94,10.04,3.78,1577888.0,19.9031,526.9525,514.1972,42.7374
300319.SZ,麦捷科技,20.91,1.92,10.11,61.47,3.76,24.03,2045510.0,43.1747,185.5947,178.0006,8.8759
688536.SH,思瑞浦,308.8,-7.19,-2.28,69.27,6.44,2.41,32653.0,10.2012,426.3771,418.884,1.3808
300394.SZ,天孚通信,263.58,-3.58,-1.34,119.37,46.01,3.11,338960.0,91.0449,2875.1968,2868.7732,10.9083
603893.SH,瑞芯微,176.9,-4.48,-2.47,43.57,15.2,1.71,72454.0,12.9844,748.5409,748.4454,4.2314
301696.SZ,三瑞智能,96.04,-2.24,-2.28,72.44,19.49,5.1,15345.0,1.4954,384.1696,28.8921,4.0001
688380.SH,中微半导,40.89,-1.07,-2.55,47.69,5.07,2.51,100603.0,4.1645,163.7092,163.7092,4.0037
688183.SH,生益电子,131.2,9.51,7.81,49.47,16.87,4.78,400503.0,53.1605,1098.9197,1098.9197,8.3759
300738.SZ,奥飞数据,20.57,-0.29,-1.39,51.55,5.53,4.49,442277.0,9.2393,202.6565,202.5927,9.852
