# GoalTracker 股价数据（行情快照，由 fetch_prices.py 生成）
股票代码,公司,现价,涨跌额,涨跌幅%,市盈率(动),市净率,换手率%,成交量(手),成交额(亿),总市值(亿),流通市值(亿),总股本(亿股)
600487.SH,亨通光电,62.42,-0.78,-1.23,24.67,4.57,4.6,1129685.0,71.0498,1539.522,1531.566,24.6639
603061.SH,金海通,310.0,7.08,2.34,78.78,14.22,3.5,30476.0,9.4606,269.7,269.7,0.87
300672.SZ,国科微,164.1,1.48,0.91,91.0,8.88,2.03,42749.0,7.0288,356.2651,345.1641,2.171
603629.SH,利通电子,108.2,1.44,1.35,28.25,15.06,6.33,228500.0,24.7951,396.7997,390.3027,3.6673
688372.SH,伟测科技,109.37,1.37,1.27,58.01,4.35,3.21,54197.0,5.9301,184.8315,184.8315,1.69
300661.SZ,圣邦股份,108.78,1.18,1.1,88.72,7.63,0.92,55639.0,6.0618,745.8329,654.7333,6.8563
300475.SZ,香农芯创,161.67,0.29,0.18,10.42,10.63,3.91,175406.0,28.5044,759.1082,725.0853,4.6954
300346.SZ,南大光电,52.35,0.77,1.49,70.72,10.37,3.51,232406.0,12.1093,361.8206,346.5549,6.9116
300442.SZ,润泽科技,60.91,0.66,1.1,41.53,7.25,0.89,145260.0,8.8832,999.5587,996.6267,16.4104
002111.SZ,威海广泰,9.61,-0.19,-1.94,16.09,1.67,1.34,65394.0,0.6313,51.1263,46.969,5.3201
688110.SH,东芯股份,110.54,1.99,1.83,37.09,11.76,2.45,108372.0,12.004,489.004,489.004,4.4238
002384.SZ,东山精密,182.82,-2.29,-1.24,56.62,13.74,3.44,476652.0,88.539,3348.5449,2534.4734,18.3161
600584.SH,长电科技,66.86,0.53,0.8,70.82,4.13,2.94,525796.0,35.2347,1196.4026,1196.4026,17.8941
600601.SH,方正科技,14.54,-0.28,-1.89,54.17,11.84,4.41,1838150.0,27.2176,621.4022,606.3606,42.7374
300319.SZ,麦捷科技,22.4,1.04,4.87,65.85,4.02,17.94,1527495.0,33.3819,198.8198,190.6845,8.8759
688536.SH,思瑞浦,314.08,-1.76,-0.56,70.46,6.55,1.44,19585.0,6.173,433.6675,426.0463,1.3808
300394.SZ,天孚通信,257.38,0.42,0.16,116.57,49.23,2.91,316629.0,81.3817,2807.5656,2801.2932,10.9083
603893.SH,瑞芯微,177.2,-1.55,-0.87,43.64,15.23,1.51,63712.0,11.3781,749.8104,749.7253,4.2314
301696.SZ,三瑞智能,90.64,-1.03,-1.12,68.37,18.39,4.13,12435.0,1.1418,362.5691,27.2676,4.0001
688380.SH,中微半导,37.6,0.31,0.83,43.86,4.66,1.24,49698.0,1.8671,150.5372,150.5372,4.0037
688183.SH,生益电子,125.89,1.69,1.36,47.47,16.19,2.25,188707.0,24.1243,1054.4436,1054.4436,8.3759
300738.SZ,奥飞数据,19.24,-0.21,-1.08,48.21,5.17,1.55,152660.0,2.9526,189.5533,189.4936,9.852
001389.SZ,广合科技,170.91,-0.53,-0.31,42.27,10.19,4.2,64026.0,11.0892,807.9324,260.4183,4.7272
002297.SZ,博云新材,22.32,-0.5,-2.19,37.57,5.57,18.96,1086701.0,24.5505,127.917,127.917,5.731
002491.SZ,通鼎互联,22.23,2.02,10.0,67.5,10.23,22.7,2670494.0,58.4046,273.4278,261.529,12.2999
002185.SZ,华天科技,16.36,0.36,2.25,33.46,2.86,6.56,2180763.0,35.5029,544.2576,544.1379,33.2676
002558.SZ,巨人网络,25.05,0.03,0.12,11.1,2.83,1.72,327540.0,8.2483,476.0908,476.0889,19.0056
003022.SZ,联泓新科,19.07,-0.11,-0.57,29.83,3.26,0.33,44583.0,0.8534,254.6928,254.4761,13.3557
000155.SZ,川能动力,11.75,-0.07,-0.59,15.36,1.94,0.79,145325.0,1.7039,216.9248,216.9248,18.4617
601869.SH,长飞光纤,462.0,2.34,0.51,65.39,23.73,2.92,118593.0,53.9782,3824.9216,1877.283,8.2791
002975.SZ,博杰股份,99.1,-0.4,-0.4,60.3,8.35,5.6,77454.0,7.743,206.2576,137.0188,2.0813
600961.SH,株冶集团,24.28,0.14,0.58,6.69,4.44,1.65,177523.0,4.3137,260.4935,260.4935,10.7287
000426.SZ,兴业银锡,35.56,0.15,0.42,13.95,5.57,1.92,340860.0,12.108,631.4161,631.2524,17.7564
600026.SH,中远海能,21.05,0.15,0.72,12.67,2.39,1.87,716195.0,15.1802,1151.6906,805.7923,54.7121
603992.SH,松霖科技,19.72,0.47,2.44,28.24,2.51,0.91,40305.0,0.7916,87.3678,87.3678,4.4304
603259.SH,药明康德,156.67,-2.19,-1.38,21.43,5.79,1.06,261077.0,41.024,4748.8984,3874.8882,30.3115
600499.SH,科达制造,13.93,-0.56,-3.86,10.4,2.02,1.51,289562.0,4.0639,267.1574,267.1574,19.1786
600160.SH,巨化股份,35.6,0.54,1.54,18.13,4.36,0.74,200836.0,7.1431,961.1096,961.1096,26.9975
002415.SZ,海康威视,32.77,-0.39,-1.18,19.02,3.79,0.33,298958.0,9.8383,3003.3284,2964.4049,91.6487
002841.SZ,视源股份,46.13,0.93,2.06,10.6,2.3,0.93,48275.0,2.2158,322.5348,240.4967,6.9919
002602.SZ,世纪华通,14.93,-0.13,-0.86,12.22,3.22,0.81,549134.0,8.2802,1100.4429,1014.7666,73.7068
